thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,image.started,textbox.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008831099956296384,0.01367080002091825,0.01367080002091825,13.796433300012723,space,13.773380900034681,None,,,,,766825,001,2025-04-11_10h27.56.146,state_naming_task,2024.2.4,59.9023711113649,2025-04-11 10h28.23.516874 -0600,
,,,,,,,,,13.797491100034676,14.308868899941444,14.308868899941444,14.308868899941444,,,,,,,,
