thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,image.started,key_resp.started,textbox.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.00734890007879585,0.014211100060492754,0.014211100060492754,0.5682658000150695,space,0.5382429000455886,None,,,,,127659,001,2025-04-11_10h30.09.028,state_naming_task,2024.2.4,59.90768225610775,2025-04-11 10h30.14.396561 -0600,
,,,,,,,,,0.5693687000311911,1.0813354999991134,1.0813354999991134,1.0813354999991134,,,,,,,,
