image_file,correct_answer,thisN,thisTrialN,thisRepN,us_state_response.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,wider_states_trials.thisRepN,wider_states_trials.thisTrialN,wider_states_trials.thisN,wider_states_trials.thisIndex,thisRow.t,notes,instructions_states_task.started,task_instructions.started,instruction_resp.started,instructions_states_task.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,States_Naming_Task.started,stimuli_prompt.started,state_pics.started,us_state_response.started,States_Naming_Task.stopped,wider_states_trials.us_state_response.text,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.00342599999930826,0.019691099998453865,0.019691099998453865,0.8121738000008918,space,0.7866176999996242,None,,,,,,,907708,001,2025-04-11_19h54.47.223,state_naming_task,2024.2.4,60.018713835108045,2025-04-11 19h54.53.001801 -0600,
states/Oklahoma-Outline-Map.jpg,Oklahoma,0,0,0,oklahona,,,,,0,0,0,6,0.8880513000003702,,,,,,,,,0.8662005000005593,1.3254759999981616,1.3254759999981616,1.3254759999981616,8.319360299999971,oklahona,907708,001,2025-04-11_19h54.47.223,state_naming_task,2024.2.4,60.018713835108045,2025-04-11 19h54.53.001801 -0600,
states/Maryland-Outline-Map.jpg,Maryland,1,1,0,bruh,,,,,0,1,1,9,8.405254799999966,,,,,,,,,8.360381300000881,8.820314799999323,8.820314799999323,8.820314799999323,15.823780200000328,bruh,907708,001,2025-04-11_19h54.47.223,state_naming_task,2024.2.4,60.018713835108045,2025-04-11 19h54.53.001801 -0600,
states/South-Dakota-Outline-Map.jpg,South Dakota,2,2,0,what,,,,,0,2,2,7,15.9132881000005,,,,,,,,,15.870717699999659,16.325839400000405,16.325839400000405,16.325839400000405,23.319931300000462,what,907708,001,2025-04-11_19h54.47.223,state_naming_task,2024.2.4,60.018713835108045,2025-04-11 19h54.53.001801 -0600,
states/North-Carolina-Outline-Map.jpg,North Carolina,3,3,0,,,,,,0,3,3,4,23.379197399997793,,,,,,,,,23.358737499998824,23.836867999998503,23.836867999998503,23.836867999998503,,,,,,,,,,
