thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,image.started,key_resp.started,textbox.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.022006899933330715,0.048259299946948886,0.048259299946948886,3.512410799972713,space,3.4519919001031667,None,,,,,031094,001,2025-04-11_10h35.23.526,state_naming_task,2024.2.4,60.068610371724674,2025-04-11 10h35.30.250092 -0600,
,,,,,,,,,3.513642899924889,4.042481199954636,4.042481199954636,4.042481199954636,,,,,,,,
