thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,image.started,textbox.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.10457080008927733,0.11950720008462667,0.11950720008462667,10.05033060000278,space,9.924889700021595,None,,,,862743,001,2025-04-11_10h24.06.570,state_naming_task,2024.2.4,60.00146403290011,2025-04-11 10h24.11.633070 -0600,
,,,,,,,,,10.05060110008344,10.564238200080581,10.564238200080581,,,,,,,,
