image_file,correct_answer,thisN,thisTrialN,thisRepN,textbox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,wider_states_trials.thisRepN,wider_states_trials.thisTrialN,wider_states_trials.thisN,wider_states_trials.thisIndex,thisRow.t,notes,instructions_states_task.started,task_instructions.started,instruction_resp.started,instructions_states_task.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,States_Naming_Task_2.started,stimuli_prompt_2.started,wider_state_pics.started,textbox.started,stimuli_prompt_2.stopped,wider_state_pics.stopped,textbox.stopped,States_Naming_Task_2.stopped,wider_states_trials.textbox.text,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.017285599999013357,0.032494500002940185,0.032494500002940185,1.1060800999985076,space,1.0596019999939017,None,,,,,,,,,,584741,001,2025-04-11_20h26.00.906,state_naming_task,2024.2.4,59.96116914872151,2025-04-11 20h26.08.835631 -0600,
states/South-Dakota-Outline-Map.jpg,South Dakota,0,0,0,godo,,,,,0,0,0,5,1.198761999999988,,,,,,,,,1.1708918000003905,1.6166180000000168,1.6166180000000168,1.6166180000000168,8.670851800001401,8.670851800001401,8.670851800001401,8.605923000002804,godo,584741,001,2025-04-11_20h26.00.906,state_naming_task,2024.2.4,59.96116914872151,2025-04-11 20h26.08.835631 -0600,
states/Kentucky-Outline-Map.jpg,Kentucky,1,1,0,good,,,,,0,1,1,1,8.670851800001401,,,,,,,,,8.646738800001913,9.11725899999874,9.11725899999874,9.11725899999874,16.15451469999971,16.15451469999971,16.15451469999971,16.103801199998998,good,584741,001,2025-04-11_20h26.00.906,state_naming_task,2024.2.4,59.96116914872151,2025-04-11 20h26.08.835631 -0600,
states/Oklahoma-Outline-Map.jpg,Oklahoma,2,2,0,good,,,,,0,2,2,4,16.15451469999971,,,,,,,,,16.13366269999824,16.617960499999754,16.617960499999754,16.617960499999754,23.646306299997377,23.646306299997377,23.646306299997377,23.603534000001673,good,584741,001,2025-04-11_20h26.00.906,state_naming_task,2024.2.4,59.96116914872151,2025-04-11 20h26.08.835631 -0600,
states/Tennessee-Outline-Map.jpg,Tennessee,3,3,0,good,,,,,0,3,3,8,23.646306299997377,,,,,,,,,23.631735499999195,24.119741900001827,24.119741900001827,24.119741900001827,31.15654209999775,31.15654209999775,31.15654209999775,31.105443699998432,good,584741,001,2025-04-11_20h26.00.906,state_naming_task,2024.2.4,59.96116914872151,2025-04-11 20h26.08.835631 -0600,
states/Alaska-Outline-Map.jpg,Alaska,4,4,0,good,,,,,0,4,4,0,31.15654209999775,,,,,,,,,31.1350139999995,31.619856899997103,31.619856899997103,31.619856899997103,,,,38.60657050000009,good,584741,001,2025-04-11_20h26.00.906,state_naming_task,2024.2.4,59.96116914872151,2025-04-11 20h26.08.835631 -0600,
states/North-Carolina-Outline-Map.jpg,North Carolina,5,5,0,,,,,,0,5,5,3,38.65617249999923,,,,,,,,,38.638718100002734,39.120577000001504,39.120577000001504,39.120577000001504,,,,46.10695510000369,,584741,001,2025-04-11_20h26.00.906,state_naming_task,2024.2.4,59.96116914872151,2025-04-11 20h26.08.835631 -0600,
states/Virginia-Outline-Map.jpg,Virginia,6,6,0,food,,,,,0,6,6,6,46.158515299997816,,,,,,,,,46.14090350000333,46.621833199998946,46.621833199998946,46.621833199998946,,,,53.60989110000082,food,584741,001,2025-04-11_20h26.00.906,state_naming_task,2024.2.4,59.96116914872151,2025-04-11 20h26.08.835631 -0600,
states/Nebraska-Outline-Map.jpg,Nebraska,7,7,0,,,,,,0,7,7,2,53.673773399998026,,,,,,,,,53.649973799998406,54.10546069999691,54.10546069999691,54.10546069999691,,,,,,,,,,,,,
