thisRow.t,notes,instructions_states_task.started,task_instructions.started,instruction_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.014846800000668736,0.029294200001459103,0.029294200001459103,,,,,,,,
