image_file,correct_answer,thisN,thisTrialN,thisRepN,us_state_response.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,wider_states_trials.thisRepN,wider_states_trials.thisTrialN,wider_states_trials.thisN,wider_states_trials.thisIndex,thisRow.t,notes,instructions_states_task.started,task_instructions.started,instruction_resp.started,instructions_states_task.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,States_Naming_Task.started,stimuli_prompt.started,state_pics.started,us_state_response.started,States_Naming_Task.stopped,wider_states_trials.us_state_response.text,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.003124899998510955,0.020458499999222113,0.020458499999222113,18.80695729999934,space,18.7616162000013,None,,,,,,,023593,001,2025-04-11_19h57.31.720,state_naming_task,2024.2.4,61.23762464223066,2025-04-11 19h57.39.417918 -0600,
states/Oklahoma-Outline-Map.jpg,Oklahoma,0,0,0,good,,,,,0,0,0,6,18.877485400000296,,,,,,,,,18.854373999998643,19.314348299998528,19.314348299998528,19.314348299998528,26.314846000001126,good,023593,001,2025-04-11_19h57.31.720,state_naming_task,2024.2.4,61.23762464223066,2025-04-11 19h57.39.417918 -0600,
states/Alaska-Outline-Map.jpg,Alaska,1,1,0,good,,,,,0,1,1,0,26.36138790000041,,,,,,,,,26.34381420000136,26.826699199998984,26.826699199998984,26.826699199998984,33.81734670000151,good,023593,001,2025-04-11_19h57.31.720,state_naming_task,2024.2.4,61.23762464223066,2025-04-11 19h57.39.417918 -0600,
states/Maryland-Outline-Map.jpg,Maryland,2,2,0,good,,,,,0,2,2,9,33.87950009999986,,,,,,,,,33.85685240000021,34.33264810000037,34.33264810000037,34.33264810000037,41.327980999998545,good,023593,001,2025-04-11_19h57.31.720,state_naming_task,2024.2.4,61.23762464223066,2025-04-11 19h57.39.417918 -0600,
states/Nebraska-Outline-Map.jpg,Nebraska,3,3,0,,,,,,0,3,3,3,41.38615330000175,,,,,,,,,41.36647280000034,41.81359959999827,41.81359959999827,41.81359959999827,,,,,,,,,,
