thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,image.started,answer_resp.started,textbox.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.006562200025655329,0.02279449999332428,0.02279449999332428,1.7299782000482082,space,1.6965003999648616,None,,,,,550726,001,2025-04-11_10h42.41.816,state_naming_task,2024.2.4,60.01514784084447,2025-04-11 10h42.48.050581 -0600,
,,,,,,,,,1.7313762999838218,2.2422113999491557,2.2422113999491557,2.2422113999491557,,,,,,,,
