thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,image.started,stimuli_prompt.started,textbox.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.018881899999996676,0.03369090000023789,0.03369090000023789,1.3899415000000772,space,1.3451389000001654,None,,,,,813696,001,2025-04-11_11h55.23.419,state_naming_task,2024.2.4,60.08163893093443,2025-04-11 11h55.30.855496 -0600,
,,,,,,,,,1.3902485000003253,1.901883700000326,1.901883700000326,1.901883700000326,,,,,,,,
