thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,image.started,stimuli_prompt.started,textbox.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.039249800000106916,0.04801159999988158,0.04801159999988158,13.504224100000101,space,13.445425100000193,None,,,,,639234,001,2025-04-11_11h53.30.466,state_naming_task,2024.2.4,59.624674598258856,2025-04-11 11h53.37.102565 -0600,
,,,,,,,,,13.504532100000233,14.017401800000243,14.017401800000243,14.017401800000243,,,,,,,,
