thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,image.started,answer_resp.started,textbox.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.024557000026106834,0.05109159997664392,0.05109159997664392,2.0392599999904633,space,1.973410699982196,None,,,,,427133,001,2025-04-11_10h47.59.366,state_naming_task,2024.2.4,59.84121734487276,2025-04-11 10h48.06.142252 -0600,
,,,,,,,,,2.0405238000676036,2.5517660999903455,2.5517660999903455,2.5517660999903455,,,,,,,,
