7.8470 	INFO 	Loaded monitor calibration from ['2025_04_09 10:33']
7.8587 	WARNING 	User requested fullscreen with size [1536  960], but screen is actually [1920, 1200]. Using actual size
8.3080 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F2D760D660>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F2D760D600>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1., 1., 1.]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001F2D76C0430>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1200]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.3081 	EXP 	window1: backgroundImage = ''
8.3081 	EXP 	window1: backgroundFit = 'none'
8.3882 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.3883 	EXP 	window1: recordFrameIntervals = False
8.6415 	EXP 	window1: recordFrameIntervals = True
8.8414 	EXP 	Screen (0) actual frame rate measured at 61.24Hz
8.8415 	EXP 	window1: recordFrameIntervals = False
12.1644 	INFO 	keyboard.Keyboard is using iohub backend.
12.1644 	INFO 	keyboard.Keyboard is using iohub backend.
12.1645 	INFO 	keyboard.Keyboard is using iohub backend.
12.1645 	EXP 	state_naming_task: status = STARTED
