thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,image.started,stimuli_prompt.started,textbox.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.020011799999792856,0.028751800000009098,0.028751800000009098,1.7832091000000219,space,1.7475455999997394,None,,,,,640346,001,2025-04-11_11h54.54.812,state_naming_task,2024.2.4,59.59102678315613,2025-04-11 11h55.02.349745 -0600,
,,,,,,,,,1.7835212999998475,2.2965171999999257,2.2965171999999257,2.2965171999999257,,,,,,,,
