thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,image.started,stimuli_prompt.started,textbox.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.05569690000038463,0.06571240000039325,0.06571240000039325,0.5538092000001598,space,0.4724734000001263,None,,,,,703438,001,2025-04-11_11h54.23.737,state_naming_task,2024.2.4,59.15584607645475,2025-04-11 11h54.31.425488 -0600,
,,,,,,,,,0.5541203000002497,1.0588338000002295,1.0588338000002295,1.0588338000002295,,,,,,,,
