thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,image.started,answer_resp.started,textbox.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.00792080000974238,0.011639300035312772,0.011639300035312772,1.414226199965924,space,1.3961912000086159,None,,,,,874079,001,2025-04-11_10h43.13.332,state_naming_task,2024.2.4,59.96559176068282,2025-04-11 10h43.24.120608 -0600,
,,,,,,,,,1.4154670999851078,1.9266149000031874,1.9266149000031874,1.9266149000031874,,,,,,,,
