trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,instructions_states_task.started,task_instructions.started,instruction_resp.started,instructions_states_task.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,instructions_countries_task.started,task_instructions_2.started,instructions_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,0.003354200001922436,0.02014039999630768,0.02014039999630768,0.7885764999955427,space,0.7552410999996937,None,,,,869028,001,2025-04-11_21h04.23.123,state_naming_task,2024.2.4,60.13764303707403,2025-04-11 21h04.31.402586 -0600,
,,,,,,,,,,,,,,,,,,,,,0.7889685999980429,0.8080908999982057,0.8080908999982057,,,,,,,,
