thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,image.started,stimuli_prompt.started,textbox.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01712020000013581,0.030465400000139198,0.030465400000139198,2.419098800000029,space,2.3805889000000207,None,,,,,199958,001,2025-04-11_11h55.52.826,state_naming_task,2024.2.4,59.43373910737777,2025-04-11 11h56.15.211779 -0600,
,,,,,,,,,2.419455000000198,2.9325700000003962,2.9325700000003962,2.9325700000003962,,,,,,,,
