thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,image.started,answer_resp.started,textbox.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.04753890004940331,0.05905719997826964,0.05905719997826964,1.1305614999728277,space,1.0537972000893205,None,,,,,836088,001,2025-04-11_10h40.50.784,state_naming_task,2024.2.4,59.90717980624089,2025-04-11 10h40.57.102614 -0600,
,,,,,,,,,1.1317515999544412,1.6436955999815837,1.6436955999815837,1.6436955999815837,,,,,,,,
