image_file,correct_answer,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,okay_country_trials.thisRepN,okay_country_trials.thisTrialN,okay_country_trials.thisN,okay_country_trials.thisIndex,thisRow.t,notes,instructions_states_task.started,task_instructions.started,instruction_resp.started,instructions_states_task.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,instructions_countries_task.started,task_instructions_2.started,instructions_resp_2.started,instructions_countries_task.stopped,instructions_resp_2.keys,instructions_resp_2.rt,instructions_resp_2.duration,Country_Naming_Task.started,stimuli_prompt_4.started,okay_country_pics.started,country_response.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,0.0037855000045965426,0.03023620000021765,0.03023620000021765,12.343829299999925,space,12.30413970000518,None,,,,,,,,,,,,691236,001,2025-04-11_21h16.37.874,state_naming_task,2024.2.4,60.16126829637437,2025-04-11 21h16.56.847654 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.344206500005384,12.362999600001785,12.362999600001785,21.83366680000472,space,9.459283299998788,None,,,,,691236,001,2025-04-11_21h16.37.874,state_naming_task,2024.2.4,60.16126829637437,2025-04-11 21h16.56.847654 -0600,
south_america/Ecuador-Country-Outline.jpg,Ecuador,0,0,0,,,,,,,,,,,,,0,0,0,5,21.966911600000458,,,,,,,,,,,,,,,,21.9300230000008,22.36153500000364,22.36153500000364,22.36153500000364,,,,,,,,
