128.1622 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
128.1635 	INFO 	Loaded monitor calibration from ['2025_04_09 10:33']
128.6052 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024D8EE75090>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024D8EE750F0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1., 1., 1.]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000024D8EF43AC0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 300.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
128.6053 	EXP 	window1: backgroundImage = ''
128.6053 	EXP 	window1: backgroundFit = 'none'
128.6174 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6186 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6198 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6207 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6214 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6222 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6233 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6246 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6254 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6258 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6263 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6268 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6277 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6285 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6296 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6307 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6312 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6321 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6332 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6337 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6341 	DEBUG 	Uploading Texture Font fontname to graphics card
128.6359 	DEBUG 	Upload of Texture Font fontname complete
128.6453 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6466 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6478 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
128.6481 	DEBUG 	Uploading Texture Font fontname to graphics card
128.6491 	DEBUG 	Upload of Texture Font fontname complete
128.6516 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
128.6516 	EXP 	window1: recordFrameIntervals = False
128.8302 	EXP 	window1: recordFrameIntervals = True
129.0113 	EXP 	Screen (0) actual frame rate measured at 60.05Hz
129.0114 	EXP 	window1: recordFrameIntervals = False
129.0183 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
129.0190 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
129.0200 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
129.0213 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
129.0225 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
129.0239 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
129.0246 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
129.0256 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
129.0265 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
129.0275 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
129.0291 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
129.0302 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
129.0306 	DEBUG 	Uploading Texture Font fontname to graphics card
129.0317 	DEBUG 	Upload of Texture Font fontname complete
129.0484 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
132.4664 	INFO 	keyboard.Keyboard is using iohub backend.
132.4665 	INFO 	keyboard.Keyboard is using iohub backend.
132.4665 	EXP 	state_naming_task: status = STARTED
132.5716 	EXP 	Created task_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='task_instructions', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
132.5759 	EXP 	Created stimuli_prompt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='stimuli_prompt', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='What is the name of this U.S. State?', units='height', win=Window(...), wrapWidth=1)
132.5807 	EXP 	Created state_pics = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='state_pics', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
132.5928 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
132.5946 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
132.5963 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
132.5980 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
132.5992 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
132.6003 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
132.6019 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
132.6033 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
132.6045 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
132.6048 	DEBUG 	Uploading Texture Font fontname to graphics card
132.6056 	DEBUG 	Upload of Texture Font fontname complete
