thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,image.started,textbox.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.00705100002232939,0.017381400102749467,0.017381400102749467,5.424622000078671,space,5.351396000012755,None,,,,798400,001,2025-04-11_10h21.50.405,state_naming_task,2024.2.4,59.9030529001884,2025-04-11 10h22.03.618477 -0600,
,,,,,,,,,5.424902700004168,5.941610500100069,5.941610500100069,,,,,,,,
