thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,image.started,textbox.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.1505219000391662,0.16024380002636462,0.16024380002636462,4.306360999937169,space,4.0875243000919,None,,,,185215,001,2025-04-11_10h25.27.504,state_naming_task,2024.2.4,60.0381362069749,2025-04-11 10h25.32.977746 -0600,
,,,,,,,,,4.306759999948554,4.81510290002916,4.81510290002916,,,,,,,,
