image_file,correct_answer,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,okay_country_trials.thisRepN,okay_country_trials.thisTrialN,okay_country_trials.thisN,okay_country_trials.thisIndex,thisRow.t,notes,instructions_states_task.started,task_instructions.started,instruction_resp.started,instructions_states_task.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,instructions_countries_task.started,task_instructions_2.started,instructions_resp_2.started,instructions_countries_task.stopped,instructions_resp_2.keys,instructions_resp_2.rt,instructions_resp_2.duration,Country_Naming_Task.started,stimuli_prompt_4.started,country_response.started,okay_country_pics.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,0.003110899997409433,0.007028599997283891,0.007028599997283891,1.2196514000024763,space,1.2037973999977112,None,,,,,,,,,,,,188862,001,2025-04-11_21h20.54.626,state_naming_task,2024.2.4,59.92056929191771,2025-04-11 21h21.03.839319 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.220259800000349,1.238329200001317,1.238329200001317,29.393380599998636,space,28.137479800003348,None,,,,,188862,001,2025-04-11_21h20.54.626,state_naming_task,2024.2.4,59.92056929191771,2025-04-11 21h21.03.839319 -0600,
south_america/Guyana-Country-Outline.jpg,Guyana,0,0,0,,,,,,,,,,,,,0,0,0,6,29.48422269999719,,,,,,,,,,,,,,,,29.457726400003594,29.905321700003697,29.905321700003697,29.905321700003697,,,,,,,,
