thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,image.started,answer_resp.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.05880230001639575,0.07452969998121262,0.07452969998121262,136.13365450000856,space,136.04696509998757,None,,,,,621193,001,2025-04-11_11h00.53.507,state_naming_task,2024.2.4,60.05836472977591,2025-04-11 11h00.59.577495 -0600,
,,,,,,,,,136.1337128999876,136.64522219996434,136.64522219996434,136.64522219996434,,,,,,,,
