8.3121 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
8.3143 	INFO 	Loaded monitor calibration from ['2025_04_09 10:33']
8.7630 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001AA467B2C50>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001AA467B3A90>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1., 1., 1.]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001AA46888940>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 300.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.7631 	EXP 	window1: backgroundImage = ''
8.7631 	EXP 	window1: backgroundFit = 'none'
8.7749 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7760 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7771 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7780 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7788 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7794 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7804 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7813 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7828 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7832 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7836 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7844 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7857 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7867 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7878 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7889 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7895 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7903 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7916 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7922 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7926 	DEBUG 	Uploading Texture Font fontname to graphics card
8.7944 	DEBUG 	Upload of Texture Font fontname complete
8.8030 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8044 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8055 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8058 	DEBUG 	Uploading Texture Font fontname to graphics card
8.8070 	DEBUG 	Upload of Texture Font fontname complete
8.8095 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.8095 	EXP 	window1: recordFrameIntervals = False
8.9891 	EXP 	window1: recordFrameIntervals = True
9.1724 	EXP 	Screen (0) actual frame rate measured at 59.96Hz
9.1724 	EXP 	window1: recordFrameIntervals = False
9.1793 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1800 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1814 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1830 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1842 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1857 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1864 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1874 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1883 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1892 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1904 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1913 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1916 	DEBUG 	Uploading Texture Font fontname to graphics card
9.1928 	DEBUG 	Upload of Texture Font fontname complete
9.2103 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
