image_file,correct_answer,thisN,thisTrialN,thisRepN,textbox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,stimuli_prompt.started,state_pics.started,textbox.started,stimuli_prompt.stopped,state_pics.stopped,textbox.stopped,State_Naming_Task.stopped,trials.textbox.text,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.023003999998763902,0.03581879999910598,0.03581879999910598,4.509046399998624,space,4.458701499999734,None,,,,,,,,,,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/California-Outline-Map.jpg,California,0,0,0, California,0,0,0,4,4.628398699998797,,,,,,,,,4.592782399999123,5.019433599998592,5.019433599998592,5.019433599998592,12.137547800000902,12.137547800000902,12.137547800000902,12.009554299998854, California,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Missouri-Outline-Map.jpg,Missouri,1,1,0,Alabama,0,1,1,24,12.137547800000902,,,,,,,,,12.1003340999996,12.520298899999034,12.520298899999034,12.520298899999034,,,,19.510003899998992,Alabama,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Oklahoma-Outline-Map.jpg,Oklahoma,2,2,0,Utah,0,2,2,35,19.599108700000215,,,,,,,,,19.57012770000074,20.021162999997614,20.021162999997614,20.021162999997614,27.061438400000043,27.061438400000043,27.061438400000043,27.008192599998438,Utah,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Kentucky-Outline-Map.jpg,Kentucky,3,3,0,West Virginia,0,3,3,16,27.061438400000043,,,,,,,,,27.043429999997898,27.522516000000905,27.522516000000905,27.522516000000905,34.558594999998604,34.558594999998604,34.558594999998604,34.509487200000876,West Virginia,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/North-Carolina-Outline-Map.jpg,North Carolina,4,4,0,idk,0,4,4,32,34.558594999998604,,,,,,,,,34.54152410000097,35.02340069999991,35.02340069999991,35.02340069999991,42.07036130000051,42.07036130000051,42.07036130000051,42.00935960000061,idk,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/South-Dakota-Outline-Map.jpg,South Dakota,5,5,0,Oklahoma,0,5,5,40,42.07036130000051,,,,,,,,,42.044880999997986,42.52377680000063,42.52377680000063,42.52377680000063,,,,49.510112600000866,Oklahoma,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Kansas-Outline-Map.jpg,Kansas,6,6,0,idk,0,6,6,15,49.57082309999896,,,,,,,,,49.54797689999759,50.02474599999914,50.02474599999914,50.02474599999914,,,,57.011857299999974,idk,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Maine-Outline-Map.jpg,Maine,7,7,0,New York,0,7,7,18,57.08493520000047,,,,,,,,,57.06047630000103,57.509748299999046,57.509748299999046,57.509748299999046,64.53659379999954,64.53659379999954,64.53659379999954,64.49699709999913,New York,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Tennessee-Outline-Map.jpg,Tennessee,8,8,0,Rhode Island,0,8,8,41,64.53659379999954,,,,,,,,,64.51930110000103,65.01002789999984,65.01002789999984,65.01002789999984,72.0532576000005,72.0532576000005,72.0532576000005,71.99698739999803,Rhode Island,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/New-Hampshire-Outline-Map.jpg,New Hampshire,9,9,0,Massachussette,0,9,9,28,72.0532576000005,,,,,,,,,72.03307539999878,72.51081150000027,72.51081150000027,72.51081150000027,79.57011009999769,79.57011009999769,79.57011009999769,79.49771889999829,Massachussette,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Maryland-Outline-Map.jpg,Maryland,10,10,0,Rhode Island,0,10,10,19,79.57011009999769,,,,,,,,,79.54610089999915,80.01131589999932,80.01131589999932,80.01131589999932,87.09228449999864,87.09228449999864,87.09228449999864,86.99833729999955,Rhode Island,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Florida-Outline-Map.jpg,Florida,11,11,0,Florida,0,11,11,8,87.09228449999864,,,,,,,,,87.06072479999784,87.51253399999769,87.51253399999769,87.51253399999769,94.58739979999882,94.58739979999882,94.58739979999882,94.49849959999847,Florida,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Arkansas-Outline-Map.jpg,Arkansas,12,12,0,Utah,0,12,12,3,94.58739979999882,,,,,,,,,94.54155619999801,95.01379610000004,95.01379610000004,95.01379610000004,102.118467100001,102.118467100001,102.118467100001,102.00320740000097,Utah,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Nevada-Outline-Map.jpg,Nevada,13,13,0,Nevada,0,13,13,27,102.118467100001,,,,,,,,,102.08780589999878,102.51473319999786,102.51473319999786,102.51473319999786,109.57314369999949,109.57314369999949,109.57314369999949,109.50232909999977,Nevada,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Wyoming-Outline-Map.jpg,Wyoming,14,14,0,Colorado,0,14,14,49,109.57314369999949,,,,,,,,,109.54576180000004,110.01588880000054,110.01588880000054,110.01588880000054,117.03995999999825,117.03995999999825,117.03995999999825,117.00254750000022,Colorado,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Arizona-Outline-Map.jpg,Arizona,15,15,0,Nevada,0,15,15,2,117.03995999999825,,,,,,,,,117.02246820000073,117.5166950999992,117.5166950999992,117.5166950999992,124.64034689999971,124.64034689999971,124.64034689999971,124.50328979999904,Nevada,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Ohio-Outline-Map.jpg,Ohio,16,16,0,Delaware,0,16,16,34,124.64034689999971,,,,,,,,,124.59870930000034,125.01752409999972,125.01752409999972,125.01752409999972,132.06589370000074,132.06589370000074,132.06589370000074,132.00405909999972,Delaware,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
