image_file,correct_answer,thisN,thisTrialN,thisRepN,textbox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,stimuli_prompt.started,state_pics.started,textbox.started,stimuli_prompt.stopped,state_pics.stopped,textbox.stopped,State_Naming_Task.stopped,trials.textbox.text,participant,session,date,expName,psychopyVersion,frameRate,expStart,
states/Indiana-Outline-Map.jpg,Indiana,17,17,0,Arizona,0,17,17,13,132.06589370000074,,,,,,,,,132.04173489999812,132.5178683999984,132.5178683999984,132.5178683999984,139.5999800999998,139.5999800999998,139.5999800999998,139.50767199999973,Arizona,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/New-Jersey-Outline-Map.jpg,New Jersey,18,18,0,Virgin,0,18,18,29,139.5999800999998,,,,,,,,,139.5712657999975,140.0206677999995,140.0206677999995,140.0206677999995,147.09535849999884,147.09535849999884,147.09535849999884,147.00614309999946,Virgin,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Connecticut-Outline-Map.jpg,Connecticut,19,19,0,d,0,19,19,6,147.09535849999884,,,,,,,,,147.06853249999767,147.51901759999964,147.51901759999964,147.51901759999964,154.613165499999,154.613165499999,154.613165499999,154.50770360000024,d,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/New-York-Outline-Map.jpg,New York,20,20,0,New York,0,20,20,31,154.613165499999,,,,,,,,,154.59841989999768,155.13750660000005,155.13750660000005,155.13750660000005,,,,162.0240128000005,New York,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/New-Mexico-Outline-Map.jpg,New Mexico,21,21,0,Oklahoma,0,21,21,30,162.12076629999865,,,,,,,,,162.08820539999942,162.52149039999858,162.52149039999858,162.52149039999858,169.57788059999802,169.57788059999802,169.57788059999802,169.50921059999746,Oklahoma,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Alabama-Outline-Map.jpg,Alabama,22,22,0,Utah,0,22,22,0,169.57788059999802,,,,,,,,,169.55384729999787,170.02207529999941,170.02207529999941,170.02207529999941,,,,177.00938789999782,Utah,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Montana-Outline-Map.jpg,Montana,23,23,0,Minnesota,0,23,23,25,177.07308329999796,,,,,,,,,177.05083119999836,177.52329649999956,177.52329649999956,177.52329649999956,,,,184.50994680000076,Minnesota,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Idaho-Outline-Map.jpg,Idaho,24,24,0,Illinois,0,24,24,11,184.5837759999995,,,,,,,,,184.55922740000096,185.02444479999758,185.02444479999758,185.02444479999758,,,,192.01071819999925,Illinois,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Virginia-Outline-Map.jpg,Virginia,25,25,0,West Virginia,0,25,25,45,192.06222999999954,,,,,,,,,192.04396300000008,192.50913260000016,192.50913260000016,192.50913260000016,199.56271639999977,199.56271639999977,199.56271639999977,199.49551729999803,West Virginia,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/North-Dakota-Outline-Map.jpg,North Dakota,26,26,0,K,0,26,26,33,199.56271639999977,,,,,,,,,199.54024899999786,200.00921969999763,200.00921969999763,200.00921969999763,207.0843567999982,207.0843567999982,207.0843567999982,206.9952392999985,K,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/South-Carolina-Outline-Map.jpg,South Carolina,27,27,0,idk,0,27,27,39,207.0843567999982,,,,,,,,,207.05610949999755,207.51167319999877,207.51167319999877,207.51167319999877,214.5606344000007,214.5606344000007,214.5606344000007,214.49786490000042,idk,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Alaska-Outline-Map.jpg,Alaska,28,28,0,Alaska,0,28,28,1,214.5606344000007,,,,,,,,,214.53948219999802,215.0113569999994,215.0113569999994,215.0113569999994,222.09058490000098,222.09058490000098,222.09058490000098,221.99899979999827,Alaska,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Colorado-Outline-Map.jpg,Colorado,29,29,0,Colorado,0,29,29,5,222.09058490000098,,,,,,,,,222.056990699999,222.51231220000045,222.51231220000045,222.51231220000045,229.59776119999879,229.59776119999879,229.59776119999879,229.49965859999793,Colorado,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Michigan-Outline-Map.jpg,Michigan,30,30,0,Minnesota,0,30,30,21,229.59776119999879,,,,,,,,,229.56780529999742,230.01326359999803,230.01326359999803,230.01326359999803,237.07043899999917,237.07043899999917,237.07043899999917,237.00073019999763,Minnesota,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Vermont-Outline-Map.jpg,Vermont,31,31,0,Idaho,0,31,31,44,237.07043899999917,,,,,,,,,237.04723509999894,237.51398379999955,237.51398379999955,237.51398379999955,244.6034854999998,244.6034854999998,244.6034854999998,244.50408779999998,Idaho,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Pennsylvania-Outline-Map.jpg,Pennsylvania,32,32,0,Arizona,0,32,32,37,244.6034854999998,,,,,,,,,244.5723337999989,245.01532329999827,245.01532329999827,245.01532329999827,252.1104293999997,252.1104293999997,252.1104293999997,252.0024644999976,Arizona,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Wisconsin-Outline-Map.jpg,Wisconsin,33,33,0,Virginia,0,33,33,48,252.1104293999997,,,,,,,,,252.06589969999914,252.51598720000038,252.51598720000038,252.51598720000038,259.6403257999991,259.6403257999991,259.6403257999991,259.505283399998,Virginia,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Louisiana-Outline-Map.jpg,Louisiana,34,34,0,Louisiana,0,34,34,17,259.6403257999991,,,,,,,,,259.60350729999845,260.01808339999843,260.01808339999843,260.01808339999843,267.0872277999988,267.0872277999988,267.0872277999988,267.0059516000001,Louisiana,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Delaware-Outline-Map.jpg,Delaware,35,35,0,Idaho,0,35,35,7,267.0872277999988,,,,,,,,,267.05875469999955,267.51697499999864,267.51697499999864,267.51697499999864,274.5963206999986,274.5963206999986,274.5963206999986,274.50656700000036,Idaho,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Illinois-Outline-Map.jpg,Illinois,36,36,0,,0,36,36,12,274.5963206999986,,,,,,,,,274.56921859999784,275.0185930000007,275.0185930000007,275.0185930000007,282.08102599999984,282.08102599999984,282.08102599999984,282.00568099999873,,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Rhode-Island-Outline-Map.jpg,Rhode Island,37,37,0,bacon,0,37,37,38,282.08102599999984,,,,,,,,,282.0534181000003,282.51840620000075,282.51840620000075,282.51840620000075,289.62957559999995,289.62957559999995,289.62957559999995,289.5086827999985,bacon,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Oregon-Outline-Map.jpg,Oregon,38,38,0,idk,0,38,38,36,289.62957559999995,,,,,,,,,289.5961721999993,290.02035649999743,290.02035649999743,290.02035649999743,297.09521139999924,297.09521139999924,297.09521139999924,297.00801130000036,idk,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Minnesota-Outline-Map.jpg,Minnesota,39,39,0,,0,39,39,22,297.09521139999924,,,,,,,,,297.06520190000083,297.52035980000073,297.52035980000073,297.52035980000073,,,,304.509913599999,,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Utah-Outline-Map.jpg,Utah,40,40,0,,0,40,40,43,304.624252900001,,,,,,,,,304.59202709999954,305.02156280000054,305.02156280000054,305.02156280000054,312.13419129999966,312.13419129999966,312.13419129999966,312.0092826,,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Georgia-Outline-Map.jpg,Georgia,41,41,0,Cr,0,41,41,9,312.13419129999966,,,,,,,,,312.09677720000036,312.5231160000003,312.5231160000003,312.5231160000003,,,,319.5116858000001,Cr,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Iowa-Outline-Map.jpg,Iowa,42,42,0,ha,0,42,42,14,319.6020217999976,,,,,,,,,319.5754076999983,320.0241838000002,320.0241838000002,320.0241838000002,,,,327.01095630000054,ha,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Washington-Outline-Map.jpg,Washington,43,43,0,Kentucky,0,43,43,46,327.08341329999894,,,,,,,,,327.05978210000103,327.524687000001,327.524687000001,327.524687000001,,,,334.5108954999996,Kentucky,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Hawaii-Outline-Map.jpg,Hawaii,44,44,0,Hawaii,0,44,44,10,334.5766721,,,,,,,,,334.55564009999944,335.00874399999884,335.00874399999884,335.00874399999884,342.0543332999987,342.0543332999987,342.0543332999987,341.99621529999786,Hawaii,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Mississippi-Outline-Map.jpg,Mississippi,45,45,0,Rhode Island,0,45,45,23,342.0543332999987,,,,,,,,,342.0296903999988,342.51013819999935,342.51013819999935,342.51013819999935,349.58569459999853,349.58569459999853,349.58569459999853,349.4959749000009,Rhode Island,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/West-Virginia-Outline-Map.jpg,West Virginia,46,46,0,West Virginia,0,46,46,47,349.58569459999853,,,,,,,,,349.5552671999976,350.01060759999746,350.01060759999746,350.01060759999746,357.08574489999955,357.08574489999955,357.08574489999955,356.99877539999943,West Virginia,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Massachusetts-Outline-Map.jpg,Massachusetts,47,47,0,Rhode Island,0,47,47,20,357.08574489999955,,,,,,,,,357.05797789999997,357.5118555000008,357.5118555000008,357.5118555000008,364.55457509999906,364.55457509999906,364.55457509999906,364.4988391000006,Rhode Island,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Nebraska-Outline-Map.jpg,Nebraska,48,48,0,Nebraska,0,48,48,26,364.55457509999906,,,,,,,,,364.5366522000004,365.0128833999988,365.0128833999988,365.0128833999988,372.1062399000002,372.1062399000002,372.1062399000002,372.00034609999784,Nebraska,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
states/Texas-Outline-Map.jpg,Texas,49,49,0,Texas,0,49,49,42,372.1062399000002,,,,,,,,,372.0645583999976,372.5136676000002,372.5136676000002,372.5136676000002,379.5133051999983,379.5133051999983,379.5133051999983,379.49982199999795,Texas,291900,001,2025-04-11_17h55.41.324,state_naming_task,2024.2.4,60.04696873920742,2025-04-11 17h57.49.025274 -0600,
