thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,image.started,stimuli_prompt.started,textbox.started,image.stopped,stimuli_prompt.stopped,textbox.stopped,State_Naming_Task.stopped,textbox.text,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01799120000032417,0.03170930000032968,0.03170930000032968,0.952577100000326,space,0.9118647000000237,None,,,,,,,,,,329720,001,2025-04-11_11h56.37.563,state_naming_task,2024.2.4,59.30410194612207,2025-04-11 11h56.43.340145 -0600,
,,,,,,,,,0.95288440000013,1.4660396000003857,1.4660396000003857,1.4660396000003857,8.968074400000205,8.968074400000205,8.968074400000205,8.952509100000043, Alabama,329720,001,2025-04-11_11h56.37.563,state_naming_task,2024.2.4,59.30410194612207,2025-04-11 11h56.43.340145 -0600,
