thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,image.started,answer_resp.started,textbox.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.009659000090323389,0.013812600052915514,0.013812600052915514,9.135934700025246,space,9.112727500032634,None,,,,,153751,001,2025-04-11_10h49.15.319,state_naming_task,2024.2.4,59.94761777749353,2025-04-11 10h49.21.940072 -0600,
,,,,,,,,,9.137091200100258,9.648536000051536,9.648536000051536,9.648536000051536,,,,,,,,
