thisRow.t,notes,instructions.started,task_instructions.started,instruction_resp.started,instructions.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.024541499999031657,0.03451819999827421,0.03451819999827421,3.0427101999994193,space,2.988391499999125,None,444244,001,2025-04-11_17h33.59.211,state_naming_task,2024.2.4,60.42080675054047,2025-04-11 17h34.06.289864 -0600,
