6.3938 	INFO 	Loaded monitor calibration from ['2025_04_09 10:33']
6.4001 	WARNING 	User requested fullscreen with size [1536  960], but screen is actually [1920, 1200]. Using actual size
6.7826 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000015C4F4A9ED0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000015C4F4A9E70>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1., 1., 1.]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000015C4F58D480>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1200]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.7827 	EXP 	window1: backgroundImage = ''
6.7827 	EXP 	window1: backgroundFit = 'none'
6.8562 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.8563 	EXP 	window1: recordFrameIntervals = False
7.1083 	EXP 	window1: recordFrameIntervals = True
7.2914 	EXP 	Screen (0) actual frame rate measured at 60.03Hz
7.2914 	EXP 	window1: recordFrameIntervals = False
10.5107 	INFO 	keyboard.Keyboard is using iohub backend.
10.5108 	INFO 	keyboard.Keyboard is using iohub backend.
10.5108 	INFO 	keyboard.Keyboard is using iohub backend.
10.5109 	EXP 	state_naming_task: status = STARTED
10.6176 	EXP 	Created task_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='task_instructions', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.6233 	EXP 	Created stimuli_prompt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='stimuli_prompt', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='What is the name of this U.S. State?', units='height', win=Window(...), wrapWidth=1)
10.6286 	EXP 	Created state_pics = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='state_pics', opacity=1, ori=1.0, pos=array([0., 0.]), size=array([0.7, 0.7]), texRes=128.0, units='height', win=Window(...))
10.6767 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0035 	EXP 	us_state_response: autoLog = True
0.0306 	INFO 	Keyboard events cleared
0.0301 	EXP 	task_instructions: autoDraw = True
0.8052 	EXP 	Imported states/loop_us_state_trials.xlsx as conditions, 50 conditions, 2 params
0.8059 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'image_file': 'states/Wisconsin-Outline-Map.jpg', 'correct_answer': 'Wisconsin', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.8835 	DATA 	Keypress: space
0.9454 	EXP 	task_instructions: autoDraw = False
0.9454 	EXP 	state_pics: ori = 0.0
0.9454 	EXP 	state_pics: image = 'states/Wisconsin-Outline-Map.jpg'
1.3040 	EXP 	stimuli_prompt: autoDraw = True
1.3040 	EXP 	state_pics: autoDraw = True
