10.0184 	INFO 	Loaded monitor calibration from ['2025_04_09 10:33']
10.0321 	WARNING 	User requested fullscreen with size [1536  960], but screen is actually [1920, 1200]. Using actual size
10.4986 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002042AC2E950>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002042AC2E9B0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1., 1., 1.]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000204354B8D00>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1200]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.4987 	EXP 	window1: backgroundImage = ''
10.4987 	EXP 	window1: backgroundFit = 'none'
10.6002 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.6002 	EXP 	window1: recordFrameIntervals = False
10.8277 	EXP 	window1: recordFrameIntervals = True
11.0106 	EXP 	Screen (0) actual frame rate measured at 60.20Hz
11.0107 	EXP 	window1: recordFrameIntervals = False
14.4517 	INFO 	keyboard.Keyboard is using iohub backend.
14.4518 	INFO 	keyboard.Keyboard is using iohub backend.
14.4518 	INFO 	keyboard.Keyboard is using iohub backend.
14.4519 	EXP 	state_naming_task: status = STARTED
